,title,genres,overview,cast,crew,summary
13893,harry potter and the half-blood prince,"['Adventure', 'Fantasy', 'Family']","['As', 'Harry', 'begins', 'his', 'sixth', 'year', 'at', 'Hogwarts,', 'he', 'discovers', 'an', 'old', 'book', 'marked', 'as', ""'Property"", 'of', 'the', 'Half-Blood', ""Prince',"", 'and', 'begins', 'to', 'learn', 'more', 'about', 'Lord', ""Voldemort's"", 'dark', 'past.']","['DanielRadcliffe', 'RupertGrint', 'EmmaWatson', 'TomFelton', 'MichaelGambon', 'JimBroadbent', 'HelenaBonhamCarter', 'RobbieColtrane', 'MaggieSmith', 'AlanRickman', 'TimothySpall', 'DavidThewlis', 'JulieWalters', 'MatthewLewis', 'EvannaLynch', 'BonnieWright', 'OliverPhelps', 'JamesPhelps', 'MarkWilliams', 'WarwickDavis', 'NataliaTena', 'KatieLeung', 'DaveLegeno', 'GeraldineSomerville', 'HelenMcCrory', 'FreddieStroma', 'DavidBradley', 'FrankDillane', 'HeroFiennes-Tiffin', 'GemmaJones', 'AfshanAzad', 'ShefaliChowdhury', 'GeorginaLeonidas', 'DevonMurray', 'AnnaShaffer', 'JoshHerdman', 'JamieWaylett', 'ScarlettByrne', 'JessieCave', 'LouisCordice', 'AlfieEnoch', 'RobertKnox', 'WilliamMelling', 'PaulRitter', 'IsabellaLaughland', 'RalphIneson', 'SuzanneToase', 'RodHunt', 'ElaricaGallacher']",['DavidYates'],"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past. Adventure Fantasy Family DanielRadcliffe RupertGrint EmmaWatson TomFelton MichaelGambon JimBroadbent HelenaBonhamCarter RobbieColtrane MaggieSmith AlanRickman TimothySpall DavidThewlis JulieWalters MatthewLewis EvannaLynch BonnieWright OliverPhelps JamesPhelps MarkWilliams WarwickDavis NataliaTena KatieLeung DaveLegeno GeraldineSomerville HelenMcCrory FreddieStroma DavidBradley FrankDillane HeroFiennes-Tiffin GemmaJones AfshanAzad ShefaliChowdhury GeorginaLeonidas DevonMurray AnnaShaffer JoshHerdman JamieWaylett ScarlettByrne JessieCave LouisCordice AlfieEnoch RobertKnox WilliamMelling PaulRitter IsabellaLaughland RalphIneson SuzanneToase RodHunt ElaricaGallacher DavidYates"
13958,the collector,"['Horror', 'Thriller']","['Desperate', 'to', 'repay', 'his', 'debt', 'to', 'his', 'ex-wife,', 'an', 'ex-con', 'plots', 'a', 'heist', 'at', 'his', 'new', ""employer's"", 'country', 'home,', 'unaware', 'that', 'a', 'second', 'criminal', 'has', 'also', 'targeted', 'the', 'property,', 'and', 'rigged', 'it', 'with', 'a', 'series', 'of', 'deadly', 'traps.']","['JoshStewart', 'MichaelReillyBurke', 'AndreaRoth', 'JuanFernández', 'MadelineZima', 'KarleyScottCollins', 'RobertWisdom', 'DaniellaAlonso', 'HaleyPullos', 'DianeAyalaGoldner', 'AlexFeldman', 'KrystalMayo', 'GregoryAlanWilliams', 'MichaelShowers', 'BillStinchcomb', 'BrettForbes', 'EricKellyMcFarland', 'JabariThomas', 'HiroKoda', 'ColvinRoberson', 'JohnSnell', 'JonDainty', 'WilliamMorse', 'DavidPitt', 'PhilipPoth', 'PatrickRizzotti', 'TomGulager']",['MarcusDunstan'],"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps. Horror Thriller JoshStewart MichaelReillyBurke AndreaRoth JuanFernández MadelineZima KarleyScottCollins RobertWisdom DaniellaAlonso HaleyPullos DianeAyalaGoldner AlexFeldman KrystalMayo GregoryAlanWilliams MichaelShowers BillStinchcomb BrettForbes EricKellyMcFarland JabariThomas HiroKoda ColvinRoberson JohnSnell JonDainty WilliamMorse DavidPitt PhilipPoth PatrickRizzotti TomGulager MarcusDunstan"
13975,g.i. joe: the rise of cobra,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['From', 'the', 'Egyptian', 'desert', 'to', 'deep', 'below', 'the', 'polar', 'ice', 'caps,', 'the', 'elite', 'G.I.', 'JOE', 'team', 'uses', 'the', 'latest', 'in', 'next-generation', 'spy', 'and', 'military', 'equipment', 'to', 'fight', 'the', 'corrupt', 'arms', 'dealer', 'Destro', 'and', 'the', 'growing', 'threat', 'of', 'the', 'mysterious', 'Cobra', 'organization', 'to', 'prevent', 'them', 'from', 'plunging', 'the', 'world', 'into', 'chaos.']","['DennisQuaid', 'ChanningTatum', 'MarlonWayans', 'SiennaMiller', 'JosephGordon-Levitt', 'SaïdTaghmaoui', 'ChristopherEccleston', 'AdewaleAkinnuoye-Agbaje', 'LeeByung-hun', 'RachelNichols', 'RayPark', 'ArnoldVosloo', ""KevinJ.O'Connor"", 'GrégoryFitoussi', 'JonathanPryce', 'LeoHoward', 'BrandonSooHoo', 'GeraldOkamura', 'KarolinaKurkova', 'DavidMurray', 'BrendanFraser', 'FredericDoss', 'PeterBreitmayer']",['StephenSommers'],"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. Adventure Action Thriller ScienceFiction DennisQuaid ChanningTatum MarlonWayans SiennaMiller JosephGordon-Levitt SaïdTaghmaoui ChristopherEccleston AdewaleAkinnuoye-Agbaje LeeByung-hun RachelNichols RayPark ArnoldVosloo KevinJ.O'Connor GrégoryFitoussi JonathanPryce LeoHoward BrandonSooHoo GeraldOkamura KarolinaKurkova DavidMurray BrendanFraser FredericDoss PeterBreitmayer StephenSommers"
13979,12 rounds,"['Action', 'Adventure', 'Drama', 'Thriller']","['When', 'New', 'Orleans', 'cop', 'Danny', 'Fisher', 'prevents', 'a', 'brilliant', 'thief', 'from', 'successfully', 'carrying', 'out', 'his', 'latest', 'heist,', 'the', ""thief's"", 'girlfriend', 'is', 'accidentally', 'killed.', 'Hungry', 'for', 'revenge,', 'the', 'criminal', 'mastermind', 'breaks', 'out', 'of', 'prison', 'and', 'kidnaps', ""Danny's"", 'fiancee.', 'To', 'save', 'her,', 'Danny', 'must', 'successfully', 'navigate', 'his', 'way', 'through', 'an', 'elaborate', 'series', 'of', 'tasks', 'and', 'puzzles,', 'or', 'else', 'watch', 'the', 'love', 'of', 'his', 'life', 'die.']","['JohnCena', 'AidanGillen', 'AshleyScott', 'SteveHarris', 'BrianJ.White', 'GonzaloMenendez', 'TaylorCole', 'KyleRussellClements', ""Peter'Navy'Tuiasosopo"", 'TravisDavis', 'NickGomez', 'BrianStanton', 'RosalindRubin', 'BillySlaughter', 'KimCollins', 'LaraGrice', 'WayneFerrara', 'DouglasM.Griffin', 'VincentFlood', 'RobertPralgo', 'WallyCrowder', 'LukeAlbright', 'BryanJohnson', 'LuukasHarlin', 'JohnWilmot', 'LouisHerthum', 'DavidFrye', 'BillMartinWilliams', 'J.OmarCastro', 'BrandiColeman', 'RoyHuang', 'MikkiVal', 'JadaK.Cox', 'PaulineBoudreaux', 'HunterBurke', 'DanieColeman', 'George', 'KimberlyBailey', 'DougBurch', 'CathyCavadini', 'JohnDeMita', 'TanyaVidalDublin', 'JudiM.Durand', 'GregFinley', 'JeffFischer', 'PeggyFlood', 'BarbaraHarris', 'AmadJackson', 'TerenceMathews', 'DanielMora', 'LeviNuñez', 'JasonPace', 'RichardPenn', 'PaigePollack', 'MichaelRalph', 'DavidJ.Randolph', 'NoreenReardon', 'VernonScott', 'CherylTyreSmith', 'JoelSwetow', 'RuthZalduondo']",['RennyHarlin'],"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die. Action Adventure Drama Thriller JohnCena AidanGillen AshleyScott SteveHarris BrianJ.White GonzaloMenendez TaylorCole KyleRussellClements Peter'Navy'Tuiasosopo TravisDavis NickGomez BrianStanton RosalindRubin BillySlaughter KimCollins LaraGrice WayneFerrara DouglasM.Griffin VincentFlood RobertPralgo WallyCrowder LukeAlbright BryanJohnson LuukasHarlin JohnWilmot LouisHerthum DavidFrye BillMartinWilliams J.OmarCastro BrandiColeman RoyHuang MikkiVal JadaK.Cox PaulineBoudreaux HunterBurke DanieColeman George KimberlyBailey DougBurch CathyCavadini JohnDeMita TanyaVidalDublin JudiM.Durand GregFinley JeffFischer PeggyFlood BarbaraHarris AmadJackson TerenceMathews DanielMora LeviNuñez JasonPace RichardPenn PaigePollack MichaelRalph DavidJ.Randolph NoreenReardon VernonScott CherylTyreSmith JoelSwetow RuthZalduondo RennyHarlin"
14008,love hina christmas special: silent eve,"['Animation', 'Comedy', 'Romance']","['As', 'another', 'round', 'of', 'preliminary', 'tests', 'approach', 'for', 'Keitaro,', 'so', 'does', 'Christmas.', 'And', 'as', 'the', 'first', 'Christmas', 'of', 'the', 'millennium,', 'there', 'is', 'a', 'rumor', 'that', 'if', 'one', 'confesses', 'his', 'love', 'on', 'this', 'special', 'eve', 'it', 'will', 'come', 'true.', 'Keitaro', 'has', 'decided', 'what', 'he', 'needs', 'to', 'do', 'on', 'this', 'Christmas', 'eve.', 'But', 'being', 'a', 're-taker,', 'can', 'he', 'afford', 'taking', 'attention', 'away', 'from', 'the', 'tests', 'on', 'the', 'same', 'day?']","['YuiHorie', 'YūjiUeda', 'JunkoNoda', 'MasayoKurata', 'MegumiHayashibara', 'ReikoTakagi', 'SatsukiYukino', 'YumikoKobayashi', 'YuuAsakawa', 'KenAkamatsu']",['YoshiakiIwasaki'],"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millennium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve. But being a re-taker, can he afford taking attention away from the tests on the same day? Animation Comedy Romance YuiHorie YūjiUeda JunkoNoda MasayoKurata MegumiHayashibara ReikoTakagi SatsukiYukino YumikoKobayashi YuuAsakawa KenAkamatsu YoshiakiIwasaki"
14108,halloween ii,['Horror'],"['Laurie', 'Strode', 'struggles', 'to', 'come', 'to', 'terms', 'with', 'her', 'brother', ""Micheal's"", 'deadly', 'return', 'to', 'Haddonfield,', 'Illinois;', 'meanwhile,', 'Michael', 'prepares', 'for', 'another', 'reunion', 'with', 'his', 'sister.']","['ScoutTaylor-Compton', 'SheriMoonZombie', 'TylerMane', 'ChaseWrightVanek', 'BradDourif', 'MalcolmMcDowell', 'AngelaTrimbur', 'DanielleHarris', 'CarolineWilliams', 'HowardHesseman', 'DuaneWhitaker', 'BetsyRue', 'GregTravis', '""WeirdAl""Yankovic', 'ChrisHardwick', 'SeanWhalen', 'MargotKidder', 'OctaviaSpencer', 'BreaGrant', 'SylviaJefferies', 'DianeAyalaGoldner', 'NickyWhelan', 'CatherineDyer', 'DaytonCallie', 'RichardBrake', 'RichardRiehle', 'AdamBoyer', 'MaryBirdsong', 'MarkBooneJunior', 'JeffDanielPhillips', 'DanielRoebuck', 'SilasWeirMitchell', 'BillFagerbakke', 'RobertCurtisBrown', 'RenaeGeerlings', 'MarkChristopherLawrence', 'MattBush', 'JesseDayton', 'EileenDietz']",['RobZombie'],"Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister. Horror ScoutTaylor-Compton SheriMoonZombie TylerMane ChaseWrightVanek BradDourif MalcolmMcDowell AngelaTrimbur DanielleHarris CarolineWilliams HowardHesseman DuaneWhitaker BetsyRue GregTravis ""WeirdAl""Yankovic ChrisHardwick SeanWhalen MargotKidder OctaviaSpencer BreaGrant SylviaJefferies DianeAyalaGoldner NickyWhelan CatherineDyer DaytonCallie RichardBrake RichardRiehle AdamBoyer MaryBirdsong MarkBooneJunior JeffDanielPhillips DanielRoebuck SilasWeirMitchell BillFagerbakke RobertCurtisBrown RenaeGeerlings MarkChristopherLawrence MattBush JesseDayton EileenDietz RobZombie"
14165,the final destination,"['Horror', 'Mystery']","['After', 'a', 'young', ""man's"", 'premonition', 'of', 'a', 'deadly', 'race-car', 'crash', 'helps', 'saves', 'the', 'lives', 'of', 'his', 'peers,', 'Death', 'sets', 'out', 'to', 'collect', 'those', 'who', 'evaded', 'their', 'end.']","['BobbyCampo', 'ShantelVanSanten', 'NickZano', 'HaleyWebb', 'KristaAllen', 'AndrewFiscella', 'JustinWelborn', 'StephanieHonoré', 'LaraGrice', 'JacksonWalker', 'MykeltiWilliamson', 'JeddaJones', 'TreyBurvant', 'EricPaulsen', 'PhilAustin', 'ChrisFry', 'TinaParker', 'CecileMonteyne', 'DaneRhodes', 'WilliamAguillard', 'BrendanAguillard', 'HaroldEvans', 'GabrielleChapin']",['DavidR.Ellis'],"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end. Horror Mystery BobbyCampo ShantelVanSanten NickZano HaleyWebb KristaAllen AndrewFiscella JustinWelborn StephanieHonoré LaraGrice JacksonWalker MykeltiWilliamson JeddaJones TreyBurvant EricPaulsen PhilAustin ChrisFry TinaParker CecileMonteyne DaneRhodes WilliamAguillard BrendanAguillard HaroldEvans GabrielleChapin DavidR.Ellis"
14167,cloudy with a chance of meatballs,"['Animation', 'Comedy', 'Family']","['Inventor', 'Flint', 'Lockwood', 'creates', 'a', 'machine', 'that', 'makes', 'clouds', 'rain', 'food,', 'enabling', 'the', 'down-and-out', 'citizens', 'of', 'Chewandswallow', 'to', 'feed', 'themselves.', 'But', 'when', 'the', 'falling', 'food', 'reaches', 'gargantuan', 'proportions,', 'Flint', 'must', 'scramble', 'to', 'avert', 'disaster.', 'Can', 'he', 'regain', 'control', 'of', 'the', 'machine', 'and', 'put', 'an', 'end', 'to', 'the', 'wild', 'weather', 'before', 'the', 'town', 'is', 'destroyed?']","['BillHader', 'AnnaFaris', 'JamesCaan', 'Mr.T', 'BenjaminBratt', 'BruceCampbell', 'NeilPatrickHarris', 'AlRoker', 'LaurenGraham', 'AndySamberg', ""Bobb'eJ.Thompson"", 'WillForte', 'MaxNeuwirth', 'PeterSiragusa', 'AngelaShelton', 'NeilFlynn', 'LizCackowski', 'IsabellaAcres', 'LoriAlan', 'ShaneBaumel', 'BobBergen', 'CodyCameron', 'MarshaClark', 'JohnCygan', 'AnnDominic', 'PaulEiding', 'JessHarnell', 'GaryA.Hecker', 'PhilLord', 'SherryLynn', 'DannyMann', 'MonaMarshall', 'MickieMcGowan', 'ChristopherMiller', 'LaraineNewman', 'JanRabson', 'GraceRolek', 'JeremyShada', 'WillShadley', 'MelissaSturm', 'ArielWinter']","['PhilLord', 'ChristopherMiller']","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed? Animation Comedy Family BillHader AnnaFaris JamesCaan Mr.T BenjaminBratt BruceCampbell NeilPatrickHarris AlRoker LaurenGraham AndySamberg Bobb'eJ.Thompson WillForte MaxNeuwirth PeterSiragusa AngelaShelton NeilFlynn LizCackowski IsabellaAcres LoriAlan ShaneBaumel BobBergen CodyCameron MarshaClark JohnCygan AnnDominic PaulEiding JessHarnell GaryA.Hecker PhilLord SherryLynn DannyMann MonaMarshall MickieMcGowan ChristopherMiller LaraineNewman JanRabson GraceRolek JeremyShada WillShadley MelissaSturm ArielWinter PhilLord ChristopherMiller"
14192,paranormal activity,"['Horror', 'Mystery']","['After', 'a', 'young,', 'middle', 'class', 'couple', 'moves', 'into', 'a', 'suburban', ""'starter'"", 'tract', 'house,', 'they', 'become', 'increasingly', 'disturbed', 'by', 'a', 'presence', 'that', 'may', 'or', 'may', 'not', 'be', 'somehow', 'demonic', 'but', 'is', 'certainly', 'most', 'active', 'in', 'the', 'middle', 'of', 'the', 'night.', 'Especially', 'when', 'they', 'sleep.', 'Or', 'try', 'to.']","['KatieFeatherston', 'MicahSloat', 'MarkFredrichs', 'AmberArmstrong', 'AshleyPalmer']",['OrenPeli'],"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to. Horror Mystery KatieFeatherston MicahSloat MarkFredrichs AmberArmstrong AshleyPalmer OrenPeli"
14359,saw vi,"['Horror', 'Mystery']","['Special', 'Agent', 'Strahm', 'is', 'dead,', 'and', 'Detective', 'Hoffman', 'has', 'emerged', 'as', 'the', 'unchallenged', 'successor', 'to', ""Jigsaw's"", 'legacy.', 'However,', 'when', 'the', 'FBI', 'draws', 'closer', 'to', 'Hoffman,', 'he', 'is', 'forced', 'to', 'set', 'a', 'game', 'into', 'motion,', 'and', ""Jigsaw's"", 'grand', 'scheme', 'is', 'finally', 'understood.']","['TobinBell', 'CostasMandylor', 'BetsyRussell', 'MarkRolston', 'PeterOuterbridge', 'ShawneeSmith', 'GeorgeNewbern', 'JamesGilbert', 'AthenaKarkanis', 'TanedraHoward', 'SamanthaLemole', 'MartyMoreau', 'ShawnAhmed', 'JanelleHutchison', 'GerryMendicino', 'CarolineCave', 'ShaunaMacDonald', 'DevonBostick', 'DariusMcCrary', 'ShawnMathieson', 'MelanieScrofano', 'KarenCliche', 'LarissaGomes', 'BillyOtis', 'GingerRurikoBusch', 'JonMack', 'FrançoisSagat', 'JessieRusu', 'TenikaDavis', 'KarlCampbell', 'ElleDowns', 'JamesVanPatten', 'DanDuran', 'NiamhWilson']",['KevinGreutert'],"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood. Horror Mystery TobinBell CostasMandylor BetsyRussell MarkRolston PeterOuterbridge ShawneeSmith GeorgeNewbern JamesGilbert AthenaKarkanis TanedraHoward SamanthaLemole MartyMoreau ShawnAhmed JanelleHutchison GerryMendicino CarolineCave ShaunaMacDonald DevonBostick DariusMcCrary ShawnMathieson MelanieScrofano KarenCliche LarissaGomes BillyOtis GingerRurikoBusch JonMack FrançoisSagat JessieRusu TenikaDavis KarlCampbell ElleDowns JamesVanPatten DanDuran NiamhWilson KevinGreutert"
14368,the boondock saints ii: all saints day,"['Action', 'Thriller', 'Crime']","['Skillfully', 'framed', 'by', 'an', 'unknown', 'enemy', 'for', 'the', 'murder', 'of', 'a', 'priest,', 'wanted', 'vigilante', 'MacManus', 'brothers', 'Murphy', 'and', 'Connor', 'must', 'come', 'out', 'of', 'hiding', 'on', 'a', 'sheep', 'farm', 'in', 'Ireland', 'to', 'fight', 'for', 'justice', 'in', 'Boston.']","['SeanPatrickFlanery', 'NormanReedus', 'BillyConnolly', 'CliftonCollinsJr', 'JulieBenz', 'PeterFonda', 'PaulJohansson', 'JuddNelson', 'DavidDellaRocco', 'BobMarley', 'BrianMahoney', 'DavidFerry', 'GerardParkes', 'RichardFitzpatrick', 'RobertMauriell', 'DanielDeSanto', 'RobbWells', 'PedroSalvín', 'DwayneMcLean', 'TomBarnett', 'BobRubin', ""MairtinO'Carrigan"", 'SweeneyMacArthur', 'AaronBerg', 'JorisJarsky', 'ZacharyBennett', 'WillemDafoe', 'ErikaBruun-Andersen', 'MatthewChaffee', 'CarloBerardinucci', 'JoeParro', 'JosephDiMambro', 'PhilipBucceri', 'TonyMunch', 'MatthewG.Taylor', 'PaulDeLaRosa', 'PaulinoNunes', 'A.FrankRuffo', 'StefanoDiMatteo', 'MarcoBianco', 'PaulRapovski', 'SantinoBuda', 'JeremyWright', 'DarrylFlatman', 'DarrylPring', 'RolandoAlvarezGiacoman', 'BradDavis', 'ErmesBlarasin', 'FlintEagle', 'BrianFrank', ""Steve'Shack'Shackleton"", 'BrendanWall', 'ShamusFynes', 'LouisDiBianco', 'LouisDiBianco', 'GeorgeNickolasK.', 'HowardHoover', 'JoeyAmorosino', 'MarkStables', 'JerryAzzopardi', 'BrendanCarmody', 'ScottSavitz', 'PaulJoyce', 'JohnHerman', 'KaraApostolica', 'KimberlyTuscano']",['TroyDuffy'],"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston. Action Thriller Crime SeanPatrickFlanery NormanReedus BillyConnolly CliftonCollinsJr JulieBenz PeterFonda PaulJohansson JuddNelson DavidDellaRocco BobMarley BrianMahoney DavidFerry GerardParkes RichardFitzpatrick RobertMauriell DanielDeSanto RobbWells PedroSalvín DwayneMcLean TomBarnett BobRubin MairtinO'Carrigan SweeneyMacArthur AaronBerg JorisJarsky ZacharyBennett WillemDafoe ErikaBruun-Andersen MatthewChaffee CarloBerardinucci JoeParro JosephDiMambro PhilipBucceri TonyMunch MatthewG.Taylor PaulDeLaRosa PaulinoNunes A.FrankRuffo StefanoDiMatteo MarcoBianco PaulRapovski SantinoBuda JeremyWright DarrylFlatman DarrylPring RolandoAlvarezGiacoman BradDavis ErmesBlarasin FlintEagle BrianFrank Steve'Shack'Shackleton BrendanWall ShamusFynes LouisDiBianco LouisDiBianco GeorgeNickolasK. HowardHoover JoeyAmorosino MarkStables JerryAzzopardi BrendanCarmody ScottSavitz PaulJoyce JohnHerman KaraApostolica KimberlyTuscano TroyDuffy"
14425,the twilight saga: new moon,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Forks,', 'Washington', 'resident', 'Bella', 'Swan', 'is', 'reeling', 'from', 'the', 'departure', 'of', 'her', 'vampire', 'love,', 'Edward', 'Cullen,', 'and', 'finds', 'comfort', 'in', 'her', 'friendship', 'with', 'Jacob', 'Black,', 'a', 'werewolf.', 'But', 'before', 'she', 'knows', 'it,', ""she's"", 'thrust', 'into', 'a', 'centuries-old', 'conflict,', 'and', 'her', 'desire', 'to', 'be', 'with', 'Edward', 'at', 'any', 'cost', 'leads', 'her', 'to', 'take', 'greater', 'and', 'greater', 'risks.']","['KristenStewart', 'RobertPattinson', 'TaylorLautner', 'BillyBurke', 'AshleyGreene', 'JacksonRathbone', 'PeterFacinelli', 'ElizabethReaser', 'KellanLutz', 'NikkiReed', 'EdiGathegi', 'RachelleLefevre', 'AnnaKendrick', 'MichaelWelch', 'ChristianSerratos', 'GilBirmingham', 'GrahamGreene', 'MichaelSheen', 'JamieCampbellBower', 'DakotaFanning', 'ChristopherHeyerdahl', 'CameronBright', 'JustinChon', 'TysonHouseman', 'DanielCudmore', 'CharlieBewley', 'ChaskeSpencer', 'KiowaGordon', 'AlexMeraz', 'BronsonPelletier', 'TinselKorey', 'JustineWachsberger', 'NootSeear', 'RussellRoberts', 'AdrienDorval', 'MichaelAdamthwaite', 'ChristinaJastrzembska']",['ChrisWeitz'],"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks. Adventure Fantasy Drama Romance KristenStewart RobertPattinson TaylorLautner BillyBurke AshleyGreene JacksonRathbone PeterFacinelli ElizabethReaser KellanLutz NikkiReed EdiGathegi RachelleLefevre AnnaKendrick MichaelWelch ChristianSerratos GilBirmingham GrahamGreene MichaelSheen JamieCampbellBower DakotaFanning ChristopherHeyerdahl CameronBright JustinChon TysonHouseman DanielCudmore CharlieBewley ChaskeSpencer KiowaGordon AlexMeraz BronsonPelletier TinselKorey JustineWachsberger NootSeear RussellRoberts AdrienDorval MichaelAdamthwaite ChristinaJastrzembska ChrisWeitz"
